mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_penalty,param_max_iter,param_class_weight,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.048141765594482425,0.018222161511091937,0.014225149154663086,0.0031750768638685784,liblinear,l1,1000,balanced,0.01,"{'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1000, 'class_weight': 'balanced', 'C': 0.01}",0.6417012716716957,0.6362850963930982,0.6127620033130365,0.6377900967772244,0.6143393474950609,0.6285755631300232,0.012404573897408615,4
0.04769840240478516,0.003933962340681861,0.014576053619384766,0.004304138183841402,liblinear,l1,1000,balanced,0.1,"{'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1000, 'class_weight': 'balanced', 'C': 0.1}",0.6429221183800623,0.6456191756389018,0.6360221674876847,0.6424383360165364,0.6568537758942126,0.6447711146834797,0.006813437164768838,3
0.05465178489685059,0.01555911957405838,0.010825300216674804,0.0021527719689854482,liblinear,l1,1000,balanced,1.0,"{'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1000, 'class_weight': 'balanced', 'C': 1}",0.6393295177837213,0.6477521929824561,0.6391871921182266,0.6379856227856273,0.6785168254752676,0.6485542702290598,0.01538136901311047,2
0.046933889389038086,0.010246324086382208,0.010547161102294922,0.002141696480677852,liblinear,l1,1000,balanced,10.0,"{'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1000, 'class_weight': 'balanced', 'C': 10}",0.6372203376732319,0.6470412801515865,0.6391871921182266,0.6388779738071197,0.681109157624934,0.6486871882750197,0.016564132263765734,1
